clean_cooktop_name,brand,cooktop_type,cooktop_reviews,cooktop_price
Eurochef Table Top Two Burner Gas Cooker- Silver.. -Glass top-Auto Ignition with Japanese piezo-Whirlwind burner for more durability and efficiency-Exquisite finish-Stain resistant-Portable,eurochef,gas,0,2980
Jikokoa energy charcoal saving Big,jikokoa,Unknown,0,6999
Energy saving charcoal kitchen Jikokoa Big size,jikokoa,Unknown,0,6999
Energy saving charcoal kitchen Jikokoa,jikokoa,Unknown,0,5799
Two Burner Auto Ignition Cooker,Unknown,Unknown,0,2899
Spiral kitchen electric single coil,Unknown,electric,0,1999
"Roch 3 burner glass cooker Three burners with auto ignition for hassle-free cooking
Sturdy design ensures durability and resilience
Easy-to-clean glass top surface
Ergonomic knobs for smooth and conve",roch,Unknown,0,4050
Amaze Table Top Triple Burner Gas Cooker AM 6003 With 6kg RegulatorPipeTightener,amaze,gas,0,3290
"2 Burner  mettalic burner boko table to  auto ignition Auto ignition system 
durable stainless steel body
Brass fire cover against high temperature deformation 
Low gas consumption
Stain resistant",boko,gas,0,3000
Electric Burner Spiral Cooker Coil- Spiral,Unknown,electric,0,1156
Table top electric kitchen single coil,Unknown,electric,0,1999
Eurochef Two Gas Burners Table Top Cooker,eurochef,gas,0,2299
Kitchen coil hot plate electric,Unknown,electric,0,1397
Mika sandwich maker  2 slice GENERAL DESCRIPTION   1. Lock  2. Handle  3. Red-Power ON Indicator light  4. Green - Food ready Indicator light  5. Top housing  for  Kitchen  Dining room,mika,Unknown,0,4200
Star lux deluxe Gas stove 4 gas 4 gas table top cooker.Metallic Lid.Durable.Reliable.Aluminum.,Unknown,gas,0,5900
PROMOTIO PRICES ONLY  KSH 3068 Bruhm BGC MT2B - 2 Burner Non Stick Gas Stove - Non stick Black finish Metal plated burner Auto Ignition,Unknown,gas,0,3065
Quality Yet Affordable Nunix 2 Burner Glass Table Cooker comes with a Free Gas Pipe and 6kg Regulator order Today and will deliver within 24hrs country wide,nunix,gas,0,4316
Special Offer High Quality 2-Burner Table Top Gas Cooker,Unknown,gas,0,3645
Affordable quality Nunix 2 Burner Table Top Gas Stove Steel body for durability  easy cleaning. Efficient burner for economic gas consumption. Auto ignition for easy usage. WHOLASALE PRICES ONLY 2777,nunix,gas,0,2755
NEW IN THE MARKET QUALITY YET AFFFODABLE LONG LASTING Energy Saving Low Gas Consumption Glass Top Table Cooker,Unknown,gas,0,3745
PROMOTION PRICES ONLY KSH 3980 QUALITY LONG LASTING Nunix Glass Table Top Double Burner Gas Stove It provides even distribution of heat and emits less wasted heat than electric stoves.,nunix,gas,0,3980
Nunix 2 Burner Infra-red Glass Tampered Table Top Burner Auto ignition system durable stainless steel body Brass fire cover against high temperature deformation  Low gas consumption Stain resistant,nunix,gas,0,4604
"AILYONS GS014-1, 2 Burner Glass Top  Infrared Double Burner Auto Ignition with piezo Whirlwind burner for more durability and efficiency Exquisite finish",ailyons,Unknown,0,4484
Eurochef grey  2 Burner Non Stick Gas Stove - Grey Non stick grey finish Metal plated burner Auto Ignition Copper pipe injector Strong body Built in legs,eurochef,gas,0,2950
Nunix Table 4 Gas Burner Auto Ignition All Big Size It provides even distribution of heat and emits less wasted heat than electric stoves.,nunix,gas,0,5900
"Generic Table Top Gas Cooker,2 BURNER WITH A STRONG GLASS FREE GAS PIPE AS A GIFT ITS ENERGY EFFICIENT",generic,gas,0,4284
Nunix - Tampered Glass Gas Table Cooker.,nunix,gas,0,3599
kitchen Jikokoa MEDIUM XTRA STOVE,jikokoa,Unknown,0,4700
VELTON 2 Burner Heavy Duty Gas Cooker FREE 13kg Regulator  Pipe,velton,gas,0,3399
Hisense HHU60GAGR 4 Gas Burner Inbuilt Hob,hisense,gas,0,32999
Strong Non-leak Meko Gas Burner With Anti Rust Surface,Unknown,gas,0,799
Long lasting and non-rusting Meko top cookermeko burner Gas burner for meko,Unknown,gas,0,799
Table top infrared  3 burners kitchen table top with termpered  glass,Unknown,Unknown,0,5999
Nunix 2 Burner SS-001 Stainless Steel Cooker,nunix,Unknown,0,2799
"Countertop Double Cast Iron Burner, Electric Hot Plate, Temperature Controls, Power Indicator Lights, Easy to Clean, Black",Unknown,electric,0,2600
Nunix 4 Gas Table Top Burner,nunix,gas,0,5699
Eurochef double coil electric cooker Double coil hot plate which is portable and energy efficient,eurochef,electric,0,2100
Eurochef stainless tabletop 2 burner Efficient burner for economic gas consumption. Auto ignition for easy usage. Detachable trivet  tray for easy cleaning.,eurochef,gas,0,3300
OFFER ORIGINAL  Sokany SK-3568 Infrared Single-INDUCTION COOKER In Wood Version,sokany,Unknown,0,5999
Nunix SS 002- Cooker  Free PIPE 1.5 M 13KGregulator,nunix,Unknown,0,2399
kitchen Nunix Tampered Glass Table Top 2-Burnernnx,nunix,Unknown,0,2999
OFFER INDUCTION COOKER Infrared Single-burner Stove In Wood Version,Unknown,Unknown,0,5499
Nunix 2 Burner Tabletop Gas cooker Auto ignition system,nunix,gas,1,2299
Sokany Original Double Auto Ignition Electrical Induction Cooker,sokany,electric,0,8299
JIKO KOA QUALITY MODERN CHARCOAL STOVE designed to reduces fuel consumption Jikokoa stove,jikokoa,Unknown,0,4499
"Eurochef Quality Gas Cooker With A Glass Top-two Burners Auto Ignition with Japanese piezo
Whirlwind burner for more durability and efficiency
Exquisite finish
Stain resistant
Portable",eurochef,gas,0,3400
"Nunix Table Top Single Gas Cooker Burner With Auto Ignition,",nunix,gas,0,2500
AILYONSLYONS GS017 Gas Cooker Double Burner Gas stove,ailyons,gas,0,1999
Nunix Stainless Steel Counter Top 2 Burner Gas Cooker,nunix,gas,0,3500
Double Gas Burner Stove  ELECTRIC COOKER  FREE IRON BOX,Unknown,gas,0,4500
Generic Table Top Double Burner Gas Stove Cooker comes with a free Pipe  Regulator,generic,gas,0,3127
"Ipcone glass 2 burner cooker Glass top double swirl burner saving 20 gas 
Auto ignition system 
durable stainless steel body
Brass fire cover against high temperature deformation 
Low gas consumption",ipcone,gas,0,3000
"Electric TWO Burner Spiral Cooker Coil- Double Spiral Heavy duty cast iron heating plate
Power indicator Light
Adjustable temperature control
Heat up quickly
Great for dorms or offices",Unknown,electric,0,2366
"Nunix 2 Burner Low Gas Consumption Glass Top Table Infrared Glass top double swirl burner saving 20 gas 
Auto ignition system 
durable stainless steel body
Brass fire cover against high temperature d",nunix,gas,0,4200
"Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Glass top double swirl burner saving 20 gas 
Auto ignition system 
durable stainless steel body
Brass fire cover against high temperature d",nunix,gas,0,5220
Electric Cooker  Single Spiral Coil Hotplate This Single Burner is Small and Compact Perfect for Travel. Can Be Used for Cooking Outdoors or in the Office. Can Be Used for Cooking White L,Unknown,electric,0,1199
OFFER OFFER BEST PRICES ONLY Nunix Glass Table Top Double Burner Gas Stove  Pipe  Regulator,nunix,gas,0,4248
BURNER 4 GAS BURNER MANUALLY IGNITED CLASSIC AND NEW MODERN TOP BURNER CRAZY OFFER FOR ALL KITCHEN AND DINING APPLIANCES  ENJOY OUR LIMITED OFFER AS IT LASTS VALID 1 YR WARRANT WHITE LARGE SIZE,Unknown,gas,0,6999
High quality Electrics Double Coil,Unknown,electric,0,2950
Energy saving kitchen charcoal Jikokoa,jikokoa,Unknown,0,4278
Generic Modern Double Electric Hotplate,generic,electric,0,2467
Rashnik Single Coiled Electric Burner - Hot Coil Heating PlateHeavy duty cast iron heating plate Power indicator Light Adjustable temperature control Heat up quickly Great for dorms or offices Heavy,rashnik,electric,0,1699
able top 3gas1eletric plate Hot Plate Table Top Cooker 4 Burner Faster Cooking Time It takes less time to cook food on a gas burner than it does on an electric stove,Unknown,gas,0,6075
"OFFER Nunix GLASS Top 2 Burner AUTO IGNITION Gas Stove  2 FREE Meters Pipe,13kg gas Regulator",nunix,gas,0,4490
2 burnereurochefTable Top Double Burner Gas Stove Cooker  Pipe  Regulator,eurochef,gas,0,3300
"Rashnik Electric Countertop Double Burner, Cooktop Stainless Steel Coil Hot Plates, 5 Level Temperature Control, Indicator Lights and Easy to Clean",rashnik,electric,0,1800
ALYONS Glass Top 2 Burner Gas Stove Strong Galvanized steel Auto ignition system Whirlwind Technology  New stylish design Gas Pipe Cylinder RegulatoR,Lyons,gas,0,4300
Nunix Energy Saving Low Gas Consumption Glass Top Table Cooker,nunix,gas,0,3649
Nunix Infrared 2 Burner Glass Table Top Gas Stove Durable Double Buner Gas Cooker GI-004,nunix,gas,0,3899
Nunix Auto Igination 2 Burner Glass Table Top Gas Stove Durable Double Buner Gas Cooker GG PRo-004,nunix,gas,0,3499
Two burner Auto Ignition cooker,Unknown,Unknown,0,2899
Two burner Auto Ignition cooker now selling,Unknown,Unknown,0,2850
2 burner Auto Ignition cooker,Unknown,Unknown,0,2799
Nunix GI007 Gas cooker,nunix,gas,0,3799
Double burner table top gas,Unknown,gas,0,2799
"AILYONS 2 Burner Table Top stainless steel gas stove cooker ,  This  Two Burner Gas Stove combines the versatility and cook quality of a patio grill with portability of a traditional camp stove. This",ailyons,gas,0,2600
2 Burner Glass Top.     Brand NUNIX.    Auto Ignition.,nunix,Unknown,0,4200
Table top kitchen single burner,Unknown,Unknown,0,2332
1 pc Electric  Sigle Coil or Single Plate,Unknown,electric,0,1750
Single Table Top Gas Burner,Unknown,gas,0,2362
"Ailyons 2 burner

Heavy stainless material",ailyons,Unknown,0,2610
Electric Hot Plate,Unknown,electric,0,1290
Nunix Table Top Double Burner Gas Stove Cooker Black as picture,nunix,gas,0,2599
Karnik Modern Double Spiral Electric Hotplate -Cookerburner,Unknown,electric,0,2425
OFFER COMPLETE Double Burner Tampered Glass Gas Cooker13kg Regulator PipeGas Cooker,Unknown,gas,0,4999
kitchen Nunix 2 Burner Gas Stove  Two Free Android Cables,nunix,gas,0,2799
kitchen Rashniks single burner,rashnik,Unknown,0,2200
kitchen Nunix Stainless Steel 2 Burner Gas Stove Two Free LED Bulbs,nunix,gas,0,2590
kitchen Nunix Stainless Steel 2 Burner Gas,nunix,gas,0,2299
OFFER QUALITY Table Top Glass Top Two Burner Gas Cooker ENERGY SAVING  Kitchen  Dining room appliances,Unknown,gas,0,3999
Single Coil LightAdjustable temperature controlHeat up quicklyGreat for dorms or officesHeavy duty cast iron heating plateThis Single Burner is Small and Compact Perfect for Travel. Can Be Used for Co,Unknown,Unknown,0,1230
Eurochef Table Top Stainless Steel 2 Burner Gas Stove,eurochef,gas,0,2999
Lyons 2burner Steel,Lyons,Unknown,0,3300
Nunix 2 Burner Table Top Gas Cooker Stainless Steel,nunix,gas,0,2995
2 burner glass tampered table top kitchen burner,Unknown,Unknown,0,3700
4 gas table top burner,Unknown,gas,0,4999
3 gas PUS  1 electric Table top cooker,Unknown,gas,0,7999
Generic Electric Single Spiral Coil Hotplate Cooker,generic,electric,0,1089
Rashnik kitchen 2 burner,rashnik,Unknown,0,2899
Nunix Two Burner Tabletop Gas Cooker,nunix,gas,0,2699
Double electric Hot Plate.,Unknown,electric,0,2400
Rashnik kitchen gas  Burner.,rashnik,gas,0,499
Nunix table top cooker,nunix,Unknown,0,2999
Eurochef glass top table kitchen burner cooker,eurochef,Unknown,0,3600
Jikokoa kitchen cooking  DURABLE MEDIUM XTRA STOVE,jikokoa,Unknown,0,5700
Nunix all gas kitchen  burner,nunix,gas,0,4999
"Nunnix kitchen table burner, gas pipe and regulator",Unknown,gas,0,3800
DOUBLE INDUCTION ELECTRIC COOKER,Unknown,electric,0,6999
Hot Plate - Single  electric Coil.,Unknown,electric,0,1500
Double  electric coil table top,Unknown,electric,0,2398
Kitchen Jikokoa Big size,jikokoa,Unknown,0,6232
Single hot plate electric,Unknown,electric,0,1687
"EUROCHEF  3 Gas1 Electric Table Top Cooker Burner Stove 
The surface material of this cooker makes it easy to clean. The panels are also removable so you can thoroughly clean",eurochef,gas,0,5685
High quality Electrics Single Coil,Unknown,electric,0,1850
Double hot plate with non stick coated plate,Unknown,Unknown,0,3147
High quality Top glass 2burner Gas Cooker,Unknown,gas,0,4347
2burner gas cooker stainless coated,Unknown,gas,0,3628
Kitchen Stainless steel 2 burner,Unknown,Unknown,0,3111
Nunix SS002 coated Gas 2 Burner,nunix,gas,0,3514
Nunix  4 burner gas Stove,nunix,gas,0,5608
High quality 4 gas burner table gas cooker with auto ignition,Unknown,gas,0,4629
High quality 3 burner table gas cooker,Unknown,gas,0,5144
Table top kitchen  burner with glass and  front with auto ignition and durable burners,Unknown,Unknown,0,3500
Kitchen  Glass table top double gas burner nunnix plus pipe and regulator,Unknown,gas,0,4650
Kitchen electric Double coil,Unknown,electric,0,2199
Rashnik  double plate gas cooker,rashnik,gas,0,3101
Rashnik kitchen  2 burner Cooker,rashnik,Unknown,0,3200
Nunix Gas Table Top Stainless Steel Double Burner  Free Gifts,nunix,gas,0,3999
Electric Double cookware Hot plate,Unknown,electric,0,2999
Rashnik DOUBLE HOT PLATE RING,rashnik,Unknown,0,2499
Eurochef stainless steel 2 burner cooker Heavy burners for better performance Extremely durable gas tube Integrated stainless steel drip tray Powder coated round pan support Rubber legs with anti,eurochef,gas,0,2325
Eurochef Deluxe 4 Burner Gas Cooker Stove Table Top,eurochef,gas,0,4999
Eurochef Single Burner Gas Cooker,eurochef,gas,0,2399
kitchen Rashnik 2 BURNER SEMI-GLASS GAS TOP,rashnik,gas,0,3899
kitchen AILYONS Stainless Steel 2 Burner Gas Stove  Regulator   Gas Pipe,ailyons,gas,0,3199
kitchen  AILYONS Stainless Steel 2 Burner Gas Stove  Regulator   Gas Pipe,ailyons,gas,0,3199
Nunix Table Top Gas Cooker  FREE 2 Bulbs,nunix,gas,0,2479
AILYONS Table Top Gas Cooker  FREE Adroid Cables,ailyons,gas,0,2899
kitchen Nunix Stainless Steel Double Burners Cable  Regulator Tightener,nunix,Unknown,0,2599
kitchen Nunix Original Table Top Three Burner Gas Stove,nunix,gas,0,5900
Nunix Low Gas Consumption-Infrared 2 BURNER Cooker,nunix,gas,0,3799
Nunix Two Burner Cooker,nunix,Unknown,0,2599
kitchen Rashnik Family Home Single Coiled Burner,rashnik,Unknown,0,1399
Nunix Table Top 2 Burner Gas Cooker,nunix,gas,0,2699
VELTON Two Burner Table Top Gas Cooker- Auto Ignation Non- Stick,velton,gas,0,2999
Nunix 2 Burner Table Top Gas Cooker Stainless Steel as picture,nunix,gas,0,2999
kitchen Tasteful 2 Burner Glass Table Top  Free 13kg Reg  2M Pipe,Unknown,Unknown,0,3999
Rebune High Quality Gas Stove 1 Burner RE-4-043Auto lgnition with high quality piezo Whirlwind burner for more durability and efficiency Low gas consumption Devote ourself to the quality with hear,rebune,gas,0,1894
"amespot Multi-functional Touch Electric Ceramic Cooker Induction CookerI, the use of microcomputer control system, advanced microcomputer control system is",Unknown,electric,0,7100
Nunix Table Top 4 Burner Gas Cooker,nunix,gas,0,6255
Meko Gas Burner -6kg,Unknown,gas,0,500
"OFFER Nunix GLASS Top 2 Burner AUTO IGNITION Gas Stove  2 FREE Meters Pipe,6kg Regulator",nunix,gas,0,4499
2 Burner Glass Top.    Brand VELTON.        Auto Ignition.,velton,Unknown,0,4700
OFFER OFFER Generic  Glass Table Top Double Burner Gas Stove comes with a free Pipe and a free Regulator as  gifts,generic,gas,0,4399
Gas Pipe Plus FREE 6kg Gas Regulator,Unknown,gas,0,999
Nunix Glass Table Top Burner,nunix,Unknown,0,4200
GENERIC DOUBLE COILED HOTPLATE.IT OFFERS THE BEST SERVICES AT THE TIME OF NEED WHEN YOUR GOES RUNS OFF AND NO ENOUGH CASH TO REFILL THE GAS WITH THIS HIGH ECONOMY OF SURVIVING THEN THE PLATES SORTS,generic,gas,0,1799
Veigapro Glass Top Gas Cooker Double Burner Gas stove Auto Ignition Black,veigapro,gas,0,3399
3 Gas  1 Electric Hot Plate Table Top Cooker 4 Burner Faster Cooking Time  It takes less time to cook food on a gas burner than it does on an electric stove,Unknown,gas,0,6075
kitchen Stainless Steel 2 Burner Gas Stove  Two Free Android Cables,Unknown,gas,0,2299
Single Electric Coil,Unknown,electric,0,1599
Energy saving kitchen charcoal Jikokoa Medium size,jikokoa,Unknown,0,4839
"Eurochef Glass Burner 2 Burners Gas Cooker, Table Top. Tempered Glass Gas Stovetop, 2 Burners Gas Range Hob, Built-in Dual Burner Gas Cooktop for Home Kitchen RVs Apartments, Easy to Clean",eurochef,gas,0,3300
Eurochef 2 Burner Gas Stove Gas Cooker,eurochef,gas,0,2750
"Nunix Glass Top and Front, Auto ignition two Burner Gas Cooker available",nunix,gas,0,4944
"Nunix 2 Gas Cooker Double Burner Gas stove black, quality cooktop, 2 burner gas cooker, longlasting 2 burner cooker, stainless steel 2 burner, gas",nunix,gas,0,2200
"Imduction cooker double  3500wattsit does not produce harmful substances pollution, long-term use of health care function, infrared Line wave has the function of promoting blood circulation and so on",Unknown,Unknown,0,10750
Premier 4 BURNER GAS COOKER FLOOR STANDING The stove also has a large oven that is perfect for baking and roasting.,premier,gas,0,11555
New arrival Eurochef Deluxe 4 gas burner,eurochef,gas,0,4599
GAS STOVE GLASS 2 BURNER SC002,sc,gas,0,2899
GAS STOVE GLASS 2 BURNER SC001,sc,gas,0,2899
Eurochef Cooker Single Hotcoil  EC-5701,eurochef,Unknown,0,999
jiko okoa  Black.Saves HALF on charcoal Reduced 65 emissions Most durable Clean with an ash tray,jiko okoa,Unknown,0,5115
OFFER Rashnik 2 Burner Table Top Gas Stove Stainless Steel  Gas Cooker,rashnik,gas,0,2999
OFFER Nunix Infrared Auto Ignition Glass Gas Stovecooker With 2 Burner,nunix,gas,0,4799
OFFER Sokany RADIANT- COOKER ELECTRIC STOVE,sokany,electric,0,6599
OFFER Nunix Tampered Glass Table Top 2-Burner Gas Stove  Cooker Gas Cooker,nunix,gas,0,3999
OFFER Nunix Two Burner GLass Cooker  6KG REGULATOR  GAS PIPE Gas Cooker,nunix,gas,0,4299
DEPENDABLE Double Portable Electric Hot Plate 2 Burner.,Unknown,electric,0,2659
sokany Quality Electric Portable Single Induction Cooker,sokany,electric,0,4999
OFFER Rashnik Two Burner Non-stick Cook Top  Gas Cooker,rashnik,gas,0,2999
OFFER Rashnik Two Burner Non-stick Cook Top Gas Cooker,rashnik,gas,0,2999
2 Burner Gas Stove  1.7 Litre Electric Kettle  Two Tier Dish Rack  Crown Blender 1.5 Litres  Non Stick Kitchen Spoons,Unknown,gas,0,9750
OFFER ON Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,eurochef,gas,0,3899
OFFER OFFER Nunix 3 Gas  1 Electric Hot Plate Table Top Cooker Burner Stove,nunix,gas,0,5999
AILYONS StainlesS Steel Table Top Burner  REGULATOR 13KGS  PIPE Gas Cooker,ailyons,gas,0,3799
OFFER StainlesS Steel Table Top Burner  REGULATOR 13KGS  PIPEGas Cooker,Unknown,gas,0,3699
CLEARANCE OFFER Nunix Two Burner Table Top Cooker With A QUALITY Glass Top Gas Cooker,nunix,gas,0,4399
OFFER 4 Burner Table Top Gas Cooker  13KG REGULATOR PIPE  CLIP   Gas Cooker,Unknown,gas,0,5699
Nunix 4 Burner Table Top Gas Cooker  13KG REGULATOR PIPE  CLIP,nunix,gas,0,5999
OFFER Nunix Complete Table Top Gas Burner With Cable  6kg Regulator,nunix,gas,0,3499
One Electric Hot Plate  Scarlett Iron Box  One Travelling Mug  One Kitchen Knife,sc,electric,0,2119
Electric Cooker  FREE STEAM IRON BOX,Unknown,electric,0,1899
Nunix Two Burners Table Top Gas Cooker - Stainless Steel-002,nunix,gas,0,2650
Modern Double Spiral Hotplate.,Unknown,Unknown,0,2300
OFFER Rashnik 2 Burner Table Top Gas Stove Stainless Steel  Kitchen  Dining room appliances,rashnik,gas,0,3599
kitchen 6kg Meko Primus Gas Burner Plus 6kg Meko Grill,Unknown,gas,0,970
CLEARANCE OFFER Rashnik Two Burner Non-stick Cook Top  Gas Cooker,rashnik,gas,0,3399
OFFER OFFER Sokany Single Burner Electric Induction Cooker  Gas Cooker,sokany,gas,0,4499
OFFER Nunix Infrared Energy Gas Saving Burner With Tampered Glass Top,nunix,gas,0,4799
OFFER  Electric Single PLATE Hotplate Cooker,Unknown,electric,0,1699
OFFER OFFER Nunix 4 Gas Burner Table Top CookerAUTO IGNITION,nunix,gas,0,5999
OFFER Quality 6 KG Gas Cylinder Burner For Meko  Kitchen  Dining room appliances,Unknown,gas,0,499
OFFER Electric Cooker  Single Spiral Coil Hotplate,Unknown,electric,0,1699
OFFER SILVERCREST double induction cooker,silvercrest,Unknown,0,7699
OFFER Strong Non-leak Meko Gas Burner  Kitchen  Dining room appliances,Unknown,gas,0,599
OFFER  Single SOLID Hot Plate Electric Burner,Unknown,electric,0,1499
OFFER DOUBLE Electric Cooker Spiral Coil Hotplate,Unknown,electric,0,2199
OFFER  Single Coiled Burner - Electric Hot Plate,Unknown,electric,0,1299
OFFER Electric Single Hotplate Burner Cooker,Unknown,electric,0,1449
OFFER Sokany Electric Single Plate Induction Cooker,sokany,electric,0,4899
OFFER Jikokoa QUALITY MODERN CHARCOAL EXTRA STOVE Kitchen  Dining room appliances,jikokoa,Unknown,0,4299
OFFER Jikokoa QUALITY MODERN CHARCOAL EXTRA STOVE  Kitchen  Dining room appliances,jikokoa,Unknown,0,6499
OFFER Double Induction Cooker 2 Hobs Induction Cooktop,Unknown,Unknown,0,6599
OFFER Sokany Electric Stove Stove Hot Plate -1000W,sokany,electric,0,1699
OFFER Nunix Table 4 Gas Burner Auto Ignition All Big Size,nunix,gas,0,5999
"OFFER Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker",eurochef,gas,0,3199
"Velton 2 Burner Gas Stove, Regulator  Pipe  Free Gifts",velton,gas,0,2599
kitchen Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey,nunix,gas,0,4899
Nunix Table Top 2 Burner Gas Stove Cooker SS-001,nunix,gas,0,2699
Double Induction Cooker With 2 Luxurious Cooking Areas,Unknown,Unknown,0,6599
Sokany Electric Double Induction Platecooker,sokany,electric,0,6999
Sokany Single Burner 2000W Electric Induction Cooker,sokany,electric,0,4299
Single Burner 2000W Electric Induction Cooker,Unknown,electric,0,4399
Electric Single Plate Induction Cooker,Unknown,electric,0,4399
Nunix Table Top Gas Cooker  Pipe  13KG Regulator,nunix,gas,0,5299
Nunix GG PRO Double Gas Stove,nunix,gas,0,4399
Sokany Single plate halogen induction electric cooket,sokany,electric,0,5500
CLEARANCE OFFER Electric Cooker Single Hotplate 1000W,Unknown,electric,0,1599
OFFER Family Home Single Coiled Burner - Electric Hot Plate,Unknown,electric,0,1539
OFFER OFFER Sokany SK-3568 Infrared Single-burner Stove In Wood Version Gas Cooker,sokany,gas,0,4399
CLEARANCE OFFER AILYONS Stainless Steel Table Top Double Burner13KG REGULATOR PIPE  Gas Cooker,ailyons,gas,0,3999
OFFER Rashnik 2 Burner Table Top Gas Stove Stainless Steel Gas Cooker,rashnik,gas,0,3499
OFFER STRONG POWERFULL Premier 4 In 1 Table Top Gas Burner,premier,gas,0,6999
OFFER Nunix Tampered Glass Table Top 2-Burner Gas Stove  Cooker,nunix,gas,0,4299
CLEARANCE OFFER Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,eurochef,gas,0,3799
OFFER OFFER Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,eurochef,gas,0,3799
"Single CoilThis Single Burner is Small and Compact Perfect for Travel. Can Be Used for Cooking Outdoors or in the Office. Can Be Used for Cooking Outdoors or in the Office. It has a Power Indicator,",Unknown,Unknown,0,1230
"4 BURNER - TABLE TOP.     At Nunix its always been our mission to bring stylish, intelligent appliances into your home. With a history of trusted innovation, they have real insight into the demands of modern life. So they not only look great in your kitchen",nunix,Unknown,0,5075
Nunix Black Gas Stove Table Top With Two Burner,nunix,gas,0,2550
Original Heavy Stainless steel Ramtons table top double burner with one year Warranty,ramtons,Unknown,0,10800
Double plate electric,Unknown,electric,0,2577
Double  electric coil,Unknown,electric,0,2567
2 Burner Low Gas Consumption Glass Top Table Infrared Cooker,Unknown,gas,0,4340
2 BURNER1 Rashnik Tampered Glass Top 2 Burner Gas Cooker  2 gas burner copper colored Non stick coated surface Auto Ignition Safe reliable and easy to installmaintain and clean Body Stainless Steel,rashnik,gas,0,3699
"OFFER OFFER Nunix 3 Gas  1 Electric Table Top cooker LT04-2, Metallic Grey",nunix,gas,0,6150
"Sokany Single Portable Electric Stove Cooker Hot Plate, This portable single spiral hot plate which has a temperature control knob and a comes with a chrome drip which makes it eas Brown 3XL",sokany,electric,0,1600
"Jamespot Multi-functional Touch Electric Ceramic Cooker Induction CookerI, the use of microcomputer control system, advanced microcomputer control system is equipped withanti overh Brown XXL",jamespot,electric,0,7495
NUNIX counter top Stainless Steel 2 Burner Gas  Stove Cooker  Burner  Cable  Regulator,nunix,gas,0,3399
Eurochef black tabletop burner,eurochef,Unknown,0,2649
2 burner Gas Cooker Double Burner Gas stove as picture,Unknown,gas,0,2599
"Single CoilPortable Electric Cooker Hot Plate,.Portable single spiral hot plate Powerful for faster heating Spiral burner spreads heat ...",Unknown,electric,0,1230
Are you looking for a Double coil hot plate which is portable and energy efficient  at affordable price Then look no further than from Karnik by Rashnik. Rashnik is home for quality and durable home,rashnik,Unknown,0,2086
Eurochef Glass Burner,eurochef,Unknown,0,3300
AILYONS 2-Burner Table Top Gas Cooker,ailyons,gas,0,3299
Eurochef Deluxe 4 gas burner,eurochef,gas,0,6589
DOUBLE BURNER STOVENunix Glass Table Top Double Burner Gas Stove  Pipe  Regulator,nunix,gas,0,3700
2 Burner - Glass top,Unknown,Unknown,0,3700
"Eurochef Single plate electric cooker Various heat operations
High Quality
Non-stick Coating
Power1000W
Over heat Protection",eurochef,electric,0,1640
3 plus 1 table top gas burner boko 1 Electric Hot Plate Table Top Cooker Burner Stove Not Specified,boko,gas,0,5880
Nunix Stainless Steel Table Double Burner Gas Cooker Black normal as pictured,nunix,gas,0,3799
Single Plate Halogen Induction Electric Cooker Sokany Single Plate Halogen Induction Electric CookerSensor touch control 4-digit LED display 240-minute cooking timer and 24 hours preset timer Shows v,sokany,electric,0,4650
KILLMALL  BLACK FRIDAY FLASH SALES ksh 4999.  Generic Single Burner Electric Induction Cooker. energy saving cooks very fast,generic,electric,0,4999
Scarlet Steam Iron Box With FREE Single Hotplate Coil,sc,Unknown,0,1989
"Jiko okoa Blue smooth flame 
Doesnt blacken your pots 
Gives food the original native taste 
Strong and long lasting
Portable and trendy 
Smooth beautiful finishing",jiko okoa,Unknown,0,4785
kitchen Karnik double spiral,Unknown,Unknown,0,2999
Eurochef QUALITY Glass Top Double Burner With Automatic  Ignition Whirlwind burner for more durability and efficiency Exquisite finish Stain resistant,eurochef,Unknown,0,3313
kitchen 2 Burner - Glass Top And Infrared Gas Stove - Pipe  Reglt,Unknown,gas,0,4332
Table Cooker  Free Cable 1.5 Mregulator,Unknown,Unknown,0,4776
Single electric coil,Unknown,electric,0,1600
"Eurochef Single plate electric cookerVarious heat operations
High Quality
Non-stick Coating
Power1000W
Over heat Protection",eurochef,electric,0,1400
OFFER  Strong Non-leak Meko Gas Burner Kitchen  Dining room appliances,Unknown,gas,0,599
OFFER 3 Gas  1 Electric Hot Plate Table Top Cooker Burner Stove Gas Cooker,Unknown,gas,0,6399
Eurochef 2 Burner Stainless Steel Table Top Gas Cooker,eurochef,gas,0,2120
"Jikokoa medium Improved medium size Kitchen Jikokoa. Specifications  Qty. Black,Medium. Item Specification. Product Supported.",jikokoa,Unknown,0,4960
kitchen  Stainless Steel 2 Burner Gas Stove Two Free LED Bulbs,Unknown,gas,0,3999
OFFER  HIGH Quality Electric Portable Single Induction Cooker,Unknown,electric,0,5499
JikoKoa Classic Stove,jikokoa,Unknown,0,4200
